Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1669,66.0,Male,Blouse,clothin,33.0,Utah,L,Charcoal,Summer,4.0,No,Standard,Yes,Yes,28.0,Debit Card,Fortnightly
1670,42.0,male,T-shirt,,59.0,Wisconsin,L,Maroon,Winter,2.7,No,Store Pickup,Yes,Yes,22.0,Bank Transfer,Quarterly
1671,22.0,male,Pants,clothin,73.0,Utah,L,Cyan,Fall,3.6,No,Free Shipping,Yes,Yes,20.0,Cash,Weekly
1672,31.0,male,Hoodie,clothin,22.0,  Utah,M,Olive,Winter,4.0,No,Free Shipping,Yes,Yes,25.0,Bank Transfer,Weekly
1673,18.0,male,Boots,Foot-wear,73.0,South Carolina,L,Gold,Fall,3.8,No,Free Shipping,Yes,Yes,15.0,Venmo,Quarterly
1674,21.0,Male,Blouse,clothin,,Hawaii,M,Violet,Fall,3.4,No,Next Day Air,Yes,Yes,49.0,Venmo,Bi-Weekly
1675,35.0,male,Coat,Outerwear,56.0,  Alaska,M,Peach,Winter,3.2,No,Free Shipping,Yes,Yes,10.0,Debit Card,Fortnightly
1676,35.0,Male,Pants,clothin,90.0,Colorado,M,Beige,Spring,4.7,No,Next Day Air,Yes,Yes,21.0,CC,Annually
1677,27.0,Male,Sunglasses,Accessories,,West Virginia,M,Cyan,Winter,3.1,No,Next Day Air,Yes,Yes,34.0,Bank Transfer,Weekly
1678,65.0,Male,Jeans,clothin,35.0,  Oregon,L,Silver,Summer,3.3,No,Next Day Air,No,No,41.0,Debit Card,Weekly
1679,41.0,Male,Pants,clothin,71.0,Ohio,S,Magenta,Summer,4.8,No,2-Day Shipping,No,No,30.0,Venmo,Fortnightly
1680,60.0,Male,Dress,clothin,52.0,Massachusetts,S,Black,Fall,4.5,No,Next Day Air,No,No,24.0,Debit Card,Bi-Weekly
1681,61.0,male,Shoes,Foot-wear,37.0,Louisiana,M,Olive,Summer,3.4,No,Store Pickup,No,No,6.0,CC,Annually
1682,24.0,Male,Sneakers,Foot-wear,95.0,Virginia,L,Green,Winter,3.7,No,2-Day Shipping,No,No,14.0,CC,Bi-Weekly
1683,65.0,Male,Socks,clothin,97.0,  New York,M,Yellow,Fall,4.9,No,2-Day Shipping,No,No,37.0,CC,Bi-Weekly
1684,23.0,Male,Coat,Outerwear,57.0,Arkansas,S,Lavender,Spring,3.5,No,Next Day Air,No,No,37.0,Venmo,Quarterly
1685,30.0,male,Shirt,clothin,93.0,New Mexico,M,Indigo,Spring,4.6,No,Standard,No,No,28.0,pay pal,Weekly
1686,33.0,Male,Blouse,clothin,48.0,Minnesota,M,Pink,Winter,4.6,No,Standard,No,No,43.0,pay pal,Bi-Weekly
1687,22.0,Male,Gloves,Accessories,75.0,Illinois,L,Red,Fall,4.2,No,Store Pickup,No,No,25.0,Cash,Annually
1688,67.0,male,Skirt,clothin,70.0,Georgia,S,Magenta,Winter,3.7,No,Free Shipping,No,No,4.0,pay pal,Annually
1689,28.0,Male,Handbag,Accessories,26.0,Mississippi,S,Peach,Winter,3.0,No,Next Day Air,No,No,13.0,Venmo,Fortnightly
1690,32.0,Male,Shirt,clothin,73.0,,L,Turquoise,Winter,4.6,No,Store Pickup,No,No,32.0,Bank Transfer,Monthly
1691,40.0,male,Coat,Outerwear,30.0,Nevada,M,Black,Summer,3.2,No,Free Shipping,No,No,1.0,Cash,Annually
1692,64.0,Male,Shoes,Foot-wear,61.0,Connecticut,L,Blue,Summer,3.5,No,Next Day Air,No,No,4.0,Cash,Annually
1693,56.0,Male,Handbag,Accessories,75.0,Utah,M,Beige,Winter,2.6,No,Standard,No,No,33.0,Cash,Bi-Weekly
1694,63.0,M,Jacket,Outerwear,88.0,Tennessee,XL,Olive,Fall,4.9,No,Standard,No,No,45.0,Bank Transfer,Fortnightly
1695,20.0,Male,Shirt,clothin,67.0,Mississippi,M,Turquoise,Summer,2.7,No,Express,No,No,20.0,Debit Card,Fortnightly
1696,54.0,M,Hat,Accessories,95.0,Nebraska,S,Yellow,Fall,4.7,No,2-Day Shipping,No,No,1.0,pay pal,Fortnightly
1697,31.0,male,Sunglasses,Accessories,69.0,West Virginia,S,Turquoise,Spring,4.0,No,Free Shipping,No,No,7.0,CC,Bi-Weekly
1698,36.0,M,Shirt,clothin,87.0,  South Carolina,L,Lavender,Fall,3.5,No,Next Day Air,No,No,,CC,Every 3 Months
1699,25.0,Male,Belt,Accessories,41.0,Iowa,XL,Turquoise,Winter,4.8,No,Standard,No,No,46.0,Bank Transfer,Quarterly
1700,,male,Sweater,clothin,67.0,North Dakota,L,Teal,Spring,4.0,No,Free Shipping,No,No,,Debit Card,Annually
1701,62.0,Male,Hoodie,clothin,70.0,  West Virginia,L,Black,Fall,4.1,No,Express,No,No,36.0,Bank Transfer,Monthly
1702,69.0,Male,Handbag,,41.0,Mississippi,XL,Blue,Winter,3.8,No,Next Day Air,No,No,44.0,Debit Card,Every 3 Months
1703,54.0,Male,Jeans,clothin,83.0,Alabama,XL,Yellow,Summer,5.0,No,Express,No,No,48.0,Bank Transfer,Weekly
1704,39.0,Male,Backpack,,22.0,California,M,Black,Spring,4.0,No,Next Day Air,No,No,12.0,Bank Transfer,Annually
1705,56.0,Male,Sneakers,Foot-wear,20.0,Idaho,M,Lavender,Summer,3.9,No,Store Pickup,No,No,19.0,Cash,Every 3 Months
1706,39.0,Male,Jewelry,Accessories,29.0,South Dakota,L,Cyan,Summer,3.4,No,2-Day Shipping,No,No,49.0,Venmo,Bi-Weekly
1707,37.0,Male,Sunglasses,Accessories,87.0,North Dakota,M,Brown,Spring,3.0,No,Standard,No,No,25.0,Venmo,Fortnightly
1708,25.0,M,Shorts,clothin,81.0,Nevada,L,Maroon,Fall,4.9,No,2-Day Shipping,No,No,25.0,Cash,Bi-Weekly
1709,35.0,male,Boots,Foot-wear,58.0,Florida,L,Cyan,Spring,3.2,No,Express,No,No,1.0,CC,Quarterly
1710,45.0,Male,Skirt,clothin,83.0,Indiana,M,Pink,Winter,3.8,No,Standard,No,No,19.0,Bank Transfer,Annually
1711,19.0,Male,Pants,clothin,59.0,Arkansas,XL,Orange,Fall,3.8,No,Store Pickup,No,No,7.0,CC,Quarterly
1712,21.0,Male,T-shirt,,93.0,North Carolina,M,Lavender,Spring,4.7,No,Express,No,No,19.0,CC,Monthly
1713,65.0,Male,T-shirt,clothin,87.0,Illinois,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,9.0,Cash,Fortnightly
1714,49.0,Male,Jacket,Outerwear,22.0,Missouri,M,Pink,Winter,4.6,No,Free Shipping,No,No,37.0,pay pal,Quarterly
1715,30.0,Male,Jeans,clothin,71.0,South Dakota,S,Charcoal,Summer,4.4,No,Standard,No,No,15.0,Cash,Monthly
1716,23.0,Male,Dress,clothin,,Idaho,XL,Gray,Spring,3.4,No,2-Day Shipping,No,No,30.0,pay pal,Bi-Weekly
1717,69.0,Male,Blouse,clothin,47.0,Connecticut,M,Cyan,Winter,4.7,No,Standard,No,No,30.0,Cash,Every 3 Months
1718,29.0,Male,Hoodie,clothin,50.0,Hawaii,L,Orange,Summer,2.9,No,Express,No,No,16.0,Debit Card,Bi-Weekly
1719,54.0,Male,T-shirt,clothin,-99.0,Maryland,L,Pink,Winter,3.4,No,2-Day Shipping,No,No,14.0,pay pal,Every 3 Months
1720,45.0,Male,Sweater,clothin,39.0,  Maryland,M,White,Winter,3.2,No,Free Shipping,No,No,8.0,Venmo,Quarterly
1721,25.0,Male,Shorts,clothin,84.0,  Massachusetts,S,Beige,Winter,2.8,No,Express,No,No,,Debit Card,Bi-Weekly
1722,34.0,Male,Jewelry,Accessories,28.0,Delaware,S,Magenta,Spring,4.3,No,Free Shipping,No,No,24.0,CC,Monthly
1723,46.0,M,T-shirt,,51.0,Massachusetts,L,Violet,Summer,3.3,No,Standard,No,No,14.0,Cash,Fortnightly
1724,70.0,male,Scarf,Accessories,20.0,New York,XL,Gold,Spring,3.3,No,Standard,No,No,39.0,pay pal,Annually
1725,42.0,male,Shoes,Foot-wear,72.0,Delaware,S,Teal,Winter,3.3,No,Free Shipping,No,No,21.0,pay pal,Weekly
1726,45.0,Male,Sunglasses,Accessories,33.0,Massachusetts,M,Indigo,Spring,3.0,No,Next Day Air,No,No,32.0,Venmo,Quarterly
1727,57.0,male,Coat,Outerwear,28.0,Indiana,S,Olive,Summer,2.8,No,Express,No,No,45.0,Debit Card,Weekly
1728,49.0,male,Blouse,clothin,53.0,Virginia,S,Violet,Spring,4.0,No,Express,No,No,19.0,pay pal,Monthly
1729,23.0,,Jeans,clothin,48.0,  Wyoming,L,Black,Fall,4.3,No,Express,No,No,1.0,Debit Card,Every 3 Months
1730,47.0,Male,Shorts,clothin,21.0,Illinois,M,Brown,Winter,3.8,No,Store Pickup,No,No,12.0,Venmo,Fortnightly
1731,23.0,Male,Shirt,clothin,22.0,Alabama,S,Silver,Fall,4.2,No,Free Shipping,No,No,26.0,CC,Weekly
1732,21.0,male,Backpack,Accessories,87.0,Idaho,M,Gray,Fall,3.1,No,Next Day Air,No,No,,Cash,Monthly
1733,45.0,M,Belt,Accessories,50.0,Rhode Island,S,Charcoal,Winter,2.6,No,Free Shipping,No,No,36.0,Cash,Every 3 Months
1734,67.0,Male,Blouse,clothin,85.0,,L,Black,Summer,3.4,No,Express,No,No,22.0,CC,Annually
1735,31.0,M,Jeans,clothin,98.0,Missouri,L,Brown,Spring,3.1,No,Next Day Air,No,No,16.0,pay pal,Quarterly
1736,58.0,Male,Dress,clothin,34.0,Texas,M,Purple,Winter,3.6,No,Express,No,No,31.0,Venmo,Annually
1737,,Male,Shorts,clothin,61.0,Tennessee,M,Purple,Summer,2.6,No,2-Day Shipping,No,No,43.0,Cash,Quarterly
1738,42.0,Male,Jewelry,Accessories,98.0,Ohio,L,Gray,Summer,4.2,No,Store Pickup,No,No,50.0,Venmo,Bi-Weekly
1739,60.0,Male,Handbag,Accessories,61.0,Tennessee,M,Green,Spring,2.9,No,2-Day Shipping,No,No,37.0,CC,Weekly
1740,21.0,Male,Jewelry,Accessories,98.0,Minnesota,L,Silver,Winter,4.2,No,Express,No,No,23.0,Cash,Weekly
1741,69.0,Male,Pants,clothin,21.0,Wisconsin,L,Charcoal,Fall,3.3,No,Next Day Air,No,No,10.0,Bank Transfer,Every 3 Months
1742,41.0,Male,Pants,clothin,51.0,Delaware,XL,Teal,Winter,3.6,No,Next Day Air,No,No,20.0,Bank Transfer,Monthly
1743,51.0,male,Sandals,Foot-wear,80.0,Kansas,XL,White,Spring,4.3,No,Express,No,No,18.0,Venmo,Every 3 Months
1744,23.0,M,Skirt,clothin,72.0,Missouri,XL,Brown,Winter,3.3,No,Standard,No,No,3.0,Bank Transfer,Weekly
1745,57.0,Male,Sunglasses,Accessories,63.0,Michigan,L,Teal,Winter,3.0,No,Standard,No,No,23.0,pay pal,Weekly
1746,,Male,Skirt,clothin,27.0,West Virginia,L,Red,Winter,3.6,No,Store Pickup,No,No,27.0,Cash,Weekly
1747,65.0,Male,Handbag,,44.0,Alabama,L,Brown,Summer,3.1,No,Store Pickup,No,No,44.0,Bank Transfer,Fortnightly
1748,0.0,male,Coat,Outerwear,23.0,New Hampshire,M,Yellow,Winter,2.9,No,Express,No,No,41.0,Venmo,Quarterly
1749,34.0,male,Skirt,clothin,93.0,  Montana,L,Teal,Winter,3.9,No,2-Day Shipping,No,No,41.0,Bank Transfer,Annually
1750,43.0,male,Hoodie,clothin,70.0,Wyoming,L,Pink,Fall,3.2,No,2-Day Shipping,No,No,36.0,Debit Card,Every 3 Months
1751,31.0,Male,Sunglasses,Accessories,85.0,Missouri,M,White,Fall,3.1,No,Express,No,No,38.0,Venmo,Every 3 Months
1752,57.0,Male,Sweater,clothin,40.0,Ohio,M,Silver,Winter,3.2,No,2-Day Shipping,No,No,34.0,Cash,Annually
1753,34.0,Male,Boots,Foot-wear,29.0,South Dakota,L,Blue,Winter,3.3,No,Store Pickup,No,No,14.0,Venmo,Quarterly
1754,25.0,Male,Skirt,clothin,27.0,  Colorado,L,Black,Fall,4.8,No,Next Day Air,No,No,23.0,CC,Fortnightly
1755,66.0,Male,Dress,,93.0,Massachusetts,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,18.0,CC,Fortnightly
1756,56.0,,Belt,Accessories,20.0,Delaware,XL,Charcoal,Spring,4.6,No,Next Day Air,No,No,45.0,Cash,Monthly
1757,49.0,Male,Jewelry,Accessories,55.0,New Hampshire,S,Cyan,Fall,2.8,No,Free Shipping,No,No,14.0,Bank Transfer,Weekly
1758,19.0,male,Dress,clothin,94.0,Michigan,L,Yellow,Fall,3.6,No,Standard,No,No,48.0,Debit Card,Annually
1759,27.0,Male,Hat,Accessories,56.0,Pennsylvania,M,Silver,Winter,4.3,No,Free Shipping,No,No,17.0,Venmo,Bi-Weekly
1760,68.0,M,Sweater,clothin,58.0,Louisiana,L,Green,Spring,4.0,No,Next Day Air,No,No,1.0,pay pal,Weekly
1761,20.0,Male,Skirt,clothin,44.0,  Minnesota,XL,Peach,Spring,3.5,No,Standard,No,No,39.0,pay pal,Weekly
1762,21.0,Male,Hoodie,clothin,95.0,Hawaii,S,Green,Fall,4.9,No,2-Day Shipping,No,No,24.0,Cash,Weekly
1763,36.0,M,Sandals,Foot-wear,42.0,Idaho,M,Brown,Summer,3.1,No,Express,No,No,41.0,Bank Transfer,Fortnightly
1764,37.0,Male,Jewelry,Accessories,93.0,Vermont,M,Lavender,Winter,3.9,No,Store Pickup,No,No,28.0,pay pal,Annually
1765,61.0,Male,Dress,clothin,56.0,Delaware,M,Charcoal,Summer,3.0,No,Store Pickup,No,No,34.0,Venmo,Quarterly
1766,68.0,Male,Hoodie,clothin,88.0,New Mexico,M,Orange,Spring,4.1,No,2-Day Shipping,No,No,41.0,Venmo,Quarterly
1767,60.0,Male,Sweater,clothin,54.0,Alaska,S,Cyan,Winter,4.3,No,2-Day Shipping,No,No,27.0,Cash,Bi-Weekly
1768,69.0,Male,Jewelry,Accessories,89.0,Minnesota,L,Lavender,Fall,3.8,No,2-Day Shipping,No,No,46.0,Debit Card,Fortnightly
1769,25.0,Male,Sandals,Foot-wear,45.0,Nebraska,M,Indigo,Summer,3.9,No,2-Day Shipping,No,No,2.0,pay pal,Every 3 Months
1770,32.0,Male,Socks,clothin,75.0,Alaska,L,Brown,Winter,4.3,No,Free Shipping,No,No,45.0,Cash,Monthly
1771,53.0,M,Backpack,Accessories,22.0,Michigan,M,Pink,Fall,4.3,No,Express,No,No,34.0,Bank Transfer,Weekly
1772,46.0,Male,Shirt,clothin,82.0,  Indiana,XL,Turquoise,Fall,4.7,No,Store Pickup,No,No,9.0,CC,Annually
1773,58.0,,Shoes,Foot-wear,34.0,Hawaii,M,Gold,Summer,3.1,No,2-Day Shipping,No,No,1.0,Bank Transfer,Annually
1774,21.0,Male,Coat,Outerwear,92.0,,M,Blue,Summer,2.7,No,Free Shipping,No,No,17.0,pay pal,Annually
1775,46.0,M,Sweater,clothin,78.0,New York,M,Lavender,Spring,3.7,No,Express,No,No,,pay pal,Weekly
1776,18.0,Male,Jacket,Outerwear,47.0,  Iowa,M,Violet,Spring,3.3,No,2-Day Shipping,No,No,12.0,Cash,Bi-Weekly
1777,56.0,male,Jacket,,64.0,Arizona,L,Cyan,Summer,3.4,No,Free Shipping,No,No,10.0,Venmo,Every 3 Months
1778,0.0,Male,Sneakers,Foot-wear,44.0,Minnesota,L,Purple,Winter,4.7,No,Free Shipping,No,No,4.0,Cash,Fortnightly
1779,49.0,male,Belt,Accessories,94.0,Texas,M,Red,Winter,4.9,No,Store Pickup,No,No,8.0,Debit Card,Bi-Weekly
1780,29.0,male,Scarf,Accessories,62.0,Virginia,M,Charcoal,Winter,4.3,No,Free Shipping,No,No,41.0,Venmo,Weekly
1781,67.0,Male,Jewelry,Accessories,81.0,North Dakota,S,Gray,Summer,4.2,No,Next Day Air,No,No,49.0,CC,Weekly
1782,31.0,Male,T-shirt,clothin,33.0,Iowa,M,Pink,Fall,3.7,No,Express,No,No,49.0,Bank Transfer,Quarterly
1783,52.0,,Pants,clothin,88.0,Utah,M,Lavender,Fall,2.7,No,Next Day Air,No,No,40.0,Bank Transfer,Fortnightly
1784,42.0,Male,Handbag,Accessories,49.0,Ohio,L,Lavender,Winter,3.3,No,Free Shipping,No,No,30.0,CC,Monthly
1785,32.0,Male,Backpack,Accessories,31.0,Louisiana,L,Yellow,Summer,4.8,No,Standard,No,No,4.0,Debit Card,Quarterly
1786,47.0,Male,Gloves,Accessories,29.0,Iowa,S,Peach,Fall,4.1,No,Next Day Air,No,No,22.0,Venmo,Monthly
1787,45.0,Male,Jacket,Outerwear,34.0,Maryland,M,Brown,Spring,4.6,No,2-Day Shipping,No,No,22.0,Venmo,Monthly
1788,20.0,Male,Sweater,clothin,38.0,  Montana,L,Gold,Fall,4.9,No,2-Day Shipping,No,No,10.0,Bank Transfer,Quarterly
1789,66.0,male,Blouse,clothin,41.0,Illinois,L,Pink,Summer,3.1,No,Store Pickup,No,No,23.0,Cash,Bi-Weekly
1790,52.0,Male,Blouse,clothin,34.0,Arizona,L,Peach,Spring,3.0,No,2-Day Shipping,No,No,43.0,Debit Card,Quarterly
1791,50.0,Male,Gloves,Accessories,26.0,North Carolina,S,Violet,Summer,3.7,No,Store Pickup,No,No,31.0,pay pal,Bi-Weekly
1792,62.0,Male,Jeans,clothin,98.0,Montana,S,Purple,Winter,4.0,No,Store Pickup,No,No,38.0,Cash,Annually
1793,38.0,Male,Sneakers,Foot-wear,59.0,Iowa,M,Peach,Fall,3.0,No,Express,No,No,22.0,Debit Card,Every 3 Months
1794,65.0,Male,Hat,Accessories,92.0,  Iowa,S,White,Fall,3.8,No,Store Pickup,No,No,45.0,Cash,Every 3 Months
1795,60.0,Male,Backpack,Accessories,40.0,Ohio,L,Indigo,Spring,3.7,No,Express,No,No,21.0,Debit Card,Fortnightly
1796,68.0,M,Jeans,clothin,20.0,Wisconsin,S,Violet,Fall,4.0,No,2-Day Shipping,No,No,9.0,Debit Card,Fortnightly
1797,62.0,Male,Skirt,clothin,35.0,South Carolina,S,Brown,Spring,3.1,No,Store Pickup,No,No,34.0,Venmo,Weekly
1798,62.0,Male,Belt,Accessories,35.0,Oregon,L,Maroon,Spring,3.9,No,2-Day Shipping,No,No,26.0,Venmo,Weekly
1799,40.0,,Dress,clothin,82.0,,L,Magenta,Winter,3.7,No,Express,No,No,1.0,Cash,Weekly
1800,32.0,M,Hoodie,clothin,,California,M,Charcoal,Fall,3.9,No,Express,No,No,47.0,Venmo,Weekly
1801,22.0,M,Coat,Outerwear,58.0,Mississippi,XL,Indigo,Winter,2.7,No,Express,No,No,30.0,CC,Weekly
1802,33.0,Male,Sweater,clothin,57.0,New Jersey,M,Turquoise,Spring,3.9,No,Express,No,No,48.0,Debit Card,Fortnightly
1803,57.0,Male,Shorts,clothin,96.0,Rhode Island,L,Turquoise,Winter,2.6,No,Store Pickup,No,No,31.0,Venmo,Bi-Weekly
1804,60.0,Male,Sneakers,Foot-wear,97.0,New Hampshire,S,Gray,Summer,3.5,No,Free Shipping,No,No,33.0,Venmo,Fortnightly
1805,30.0,Male,Sweater,clothin,42.0,Louisiana,L,Peach,Winter,4.4,No,Next Day Air,No,No,,CC,Weekly
1806,41.0,Male,T-shirt,clothin,62.0,Arizona,L,Gold,Spring,4.9,No,Store Pickup,No,No,46.0,Debit Card,Weekly
1807,58.0,Male,Handbag,Accessories,67.0,Rhode Island,M,Green,Fall,3.9,No,Standard,No,No,24.0,Venmo,Annually
1808,34.0,Male,Sneakers,Foot-wear,46.0,Vermont,L,Gold,Summer,3.5,No,Standard,No,No,37.0,Venmo,Fortnightly
1809,67.0,,Jacket,Outerwear,71.0,Tennessee,M,Lavender,Spring,4.3,No,Next Day Air,No,No,7.0,Debit Card,Monthly
1810,58.0,Male,Backpack,Accessories,99.0,Alaska,S,Blue,Fall,3.4,No,Free Shipping,No,No,6.0,Debit Card,Fortnightly
1811,41.0,Male,Jeans,clothin,28.0,,M,Magenta,Fall,2.7,No,Standard,No,No,16.0,Cash,Bi-Weekly
1812,42.0,Male,Belt,Accessories,77.0,Wisconsin,L,Blue,Summer,3.6,No,Standard,No,No,33.0,Bank Transfer,Annually
1813,50.0,M,Boots,Foot-wear,,,S,Blue,Summer,4.9,No,Express,No,No,18.0,pay pal,Bi-Weekly
1814,40.0,Male,Shorts,clothin,62.0,Illinois,M,Olive,Spring,3.5,No,Free Shipping,No,No,24.0,pay pal,Weekly
1815,32.0,Male,Jeans,clothin,92.0,Montana,M,White,Summer,3.8,No,Free Shipping,No,No,24.0,Cash,Quarterly
1816,51.0,Male,Shoes,Foot-wear,72.0,New Mexico,L,White,Winter,4.5,No,2-Day Shipping,No,No,48.0,CC,Every 3 Months
1817,26.0,Male,Hat,Accessories,79.0,Virginia,M,Purple,Summer,4.0,No,Express,No,No,4.0,Cash,Weekly
1818,32.0,Male,T-shirt,clothin,,Delaware,M,White,Summer,4.7,No,Free Shipping,No,No,20.0,Cash,Weekly
1819,58.0,Male,Sunglasses,Accessories,39.0,  North Carolina,M,White,Fall,3.8,No,Express,No,No,47.0,Debit Card,Every 3 Months
1820,51.0,M,Socks,,86.0,  Nevada,S,Peach,Spring,4.5,No,Next Day Air,No,No,50.0,Cash,Quarterly
1821,19.0,Male,Shirt,clothin,94.0,Washington,XL,Gold,Fall,5.0,No,Express,No,No,31.0,pay pal,Monthly
1822,57.0,Male,Shorts,clothin,53.0,Maine,M,Teal,Spring,2.8,No,Express,No,No,29.0,pay pal,Quarterly
1823,66.0,male,Shirt,clothin,85.0,Connecticut,S,Cyan,Summer,4.4,No,Standard,No,No,4.0,Cash,Annually
1824,62.0,male,Socks,clothin,50.0,Louisiana,L,Pink,Fall,4.7,No,Free Shipping,No,No,40.0,Bank Transfer,Bi-Weekly
1825,58.0,Male,Pants,clothin,,Illinois,XL,Magenta,Winter,3.8,No,Express,No,No,31.0,Cash,Monthly
1826,23.0,Male,Boots,Foot-wear,75.0,South Dakota,M,Pink,Winter,4.9,No,Next Day Air,No,No,41.0,CC,Weekly
1827,45.0,M,T-shirt,clothin,60.0,Indiana,M,Turquoise,Winter,4.2,No,Express,No,No,44.0,Debit Card,Annually
1828,20.0,male,T-shirt,clothin,36.0,Vermont,S,Pink,Spring,4.9,No,2-Day Shipping,No,No,31.0,Bank Transfer,Weekly
1829,33.0,Male,Coat,Outerwear,80.0,New Hampshire,L,Gray,Spring,3.9,No,Express,No,No,45.0,Cash,Every 3 Months
1830,30.0,Male,Hat,Accessories,96.0,Oregon,M,White,Spring,4.9,No,2-Day Shipping,No,No,50.0,CC,Quarterly
1831,50.0,Male,Sunglasses,Accessories,80.0,Kansas,M,Blue,Winter,4.8,No,Express,No,No,7.0,Venmo,Annually
1832,62.0,Male,Blouse,clothin,71.0,Maine,M,Cyan,Summer,3.3,No,Free Shipping,No,No,5.0,Bank Transfer,Every 3 Months
1833,69.0,Male,Jewelry,Accessories,29.0,Louisiana,M,Blue,Fall,4.6,No,Free Shipping,No,No,48.0,Cash,Monthly
1834,34.0,,Jewelry,,53.0,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,No,No,19.0,pay pal,Fortnightly
1835,49.0,Male,Skirt,clothin,35.0,Indiana,M,Charcoal,Summer,4.1,No,2-Day Shipping,No,No,39.0,Venmo,Fortnightly
1836,65.0,Male,Scarf,Accessories,75.0,Kentucky,M,Lavender,Fall,3.2,No,2-Day Shipping,No,No,45.0,CC,Quarterly
1837,66.0,Male,Pants,,52.0,South Carolina,M,Teal,Fall,4.2,No,2-Day Shipping,No,No,35.0,CC,Monthly
1838,41.0,Male,Hat,Accessories,77.0,Montana,M,Beige,Winter,4.8,No,Free Shipping,No,No,8.0,Venmo,Monthly
1839,37.0,Male,Gloves,Accessories,24.0,Vermont,L,Blue,Fall,4.1,No,Next Day Air,No,No,11.0,CC,Quarterly
1840,32.0,Male,Shirt,clothin,78.0,Mississippi,XL,Purple,Winter,3.7,No,Store Pickup,No,No,32.0,Cash,Annually
1841,42.0,male,Sandals,Foot-wear,98.0,Wyoming,M,Gold,Winter,2.6,No,Store Pickup,No,No,46.0,Bank Transfer,Every 3 Months
1842,31.0,M,Socks,clothin,57.0,Vermont,L,Blue,Winter,3.0,No,Standard,No,No,7.0,pay pal,Every 3 Months
1843,61.0,Male,Handbag,Accessories,78.0,Alabama,M,Black,Summer,4.4,No,Express,No,No,1.0,Debit Card,Annually
1844,36.0,Male,Jacket,Outerwear,76.0,  Kentucky,M,Charcoal,Fall,4.7,No,Next Day Air,No,No,32.0,CC,Monthly
1845,60.0,Male,Shorts,clothin,26.0,South Dakota,M,Purple,Spring,2.7,No,2-Day Shipping,No,No,31.0,CC,Annually
1846,51.0,Male,Sandals,Foot-wear,78.0,Delaware,M,Orange,Winter,2.8,No,2-Day Shipping,No,No,39.0,Bank Transfer,Quarterly
1847,68.0,male,Scarf,Accessories,53.0,Wisconsin,M,Yellow,Summer,2.9,No,Standard,No,No,9.0,Venmo,Quarterly
1848,46.0,Male,Sandals,Foot-wear,100.0,Arizona,XL,Cyan,Summer,4.4,No,Free Shipping,No,No,49.0,CC,Weekly
1849,19.0,Male,Jeans,clothin,73.0,Maine,XL,Yellow,Winter,2.7,No,Express,No,No,34.0,Cash,Every 3 Months
1850,30.0,Male,Skirt,clothin,40.0,New Mexico,M,Maroon,Winter,4.5,No,Store Pickup,No,No,35.0,Bank Transfer,Monthly
1851,51.0,Male,Gloves,Accessories,76.0,Wyoming,S,Black,Winter,2.8,No,Store Pickup,No,No,50.0,Debit Card,Weekly
1852,28.0,,Skirt,clothin,80.0,Delaware,S,Lavender,Fall,3.1,No,Free Shipping,No,No,4.0,Bank Transfer,Fortnightly
1853,41.0,M,Sweater,clothin,80.0,Pennsylvania,XL,Violet,Winter,3.8,No,Store Pickup,No,No,32.0,Cash,Weekly
1854,29.0,Male,Blouse,clothin,67.0,North Dakota,XL,Olive,Spring,2.9,No,Express,No,No,11.0,pay pal,Fortnightly
1855,25.0,Male,Sweater,clothin,61.0,Kentucky,M,Teal,Spring,3.8,No,Express,No,No,49.0,CC,Annually
1856,60.0,male,Shirt,clothin,76.0,Rhode Island,XL,Teal,Spring,4.7,No,Standard,No,No,9.0,Cash,Annually
1857,63.0,M,Jewelry,Accessories,55.0,Arizona,XL,Beige,Summer,3.2,No,Free Shipping,No,No,30.0,pay pal,Bi-Weekly
1858,51.0,Male,T-shirt,clothin,85.0,Colorado,L,Maroon,Summer,4.0,No,Next Day Air,No,No,33.0,Cash,Monthly
1859,22.0,male,Scarf,Accessories,69.0,Maine,S,Peach,Spring,4.9,No,2-Day Shipping,No,No,8.0,Debit Card,Annually
1860,54.0,Male,Belt,Accessories,26.0,New Jersey,L,Beige,Summer,3.7,No,Store Pickup,No,No,29.0,Debit Card,Fortnightly
1861,18.0,Male,T-shirt,clothin,64.0,Kansas,M,Silver,Summer,4.8,No,Next Day Air,No,No,4.0,CC,Monthly
1862,29.0,Male,Sneakers,Foot-wear,60.0,South Dakota,S,Peach,Fall,3.6,No,Standard,No,No,19.0,Debit Card,Monthly
1863,59.0,Male,Gloves,Accessories,36.0,  New Hampshire,M,Turquoise,Winter,4.6,No,Express,No,No,10.0,pay pal,Fortnightly
1864,25.0,Male,Sandals,Foot-wear,21.0,  Connecticut,L,Orange,Spring,4.3,No,2-Day Shipping,No,No,39.0,Debit Card,Monthly
1865,19.0,male,Backpack,Accessories,72.0,Wyoming,S,Cyan,Fall,3.2,No,2-Day Shipping,No,No,21.0,Venmo,Quarterly
